,Job,Salary_Begin,Salary_End,Hourly,Monthly,Yearly,Company,Rating,Posted_Date,Posted_Month,Type,Benefits,Qualifications,Job Link,Job_simp,Job_seniority,Location_type,num_Qualifications,num_Benefits,Salary_Average,num_Type,Date_Posted_Complete
260,Jr Investment Analyst / Trader,95000.0,145000.0,0.0,0.0,1.0,TrendUp Now,,,,"Part-time,Full-time",nan,"communicationskills,finance,analysisskills,2years,charteredfinancialanalyst,investment",https://www.simplyhired.com/job/TPMJVsXuslwG68gD6tFdvRdi1hXxNVLVbcLv_84XGXwr3SQ9TwtkCw,Analyst,junior,Remote,6,0,120000.0,2,nan
261,QA Tester,99200.0,126000.0,0.0,0.0,1.0,Cloud Security Services,,,,nan,nan,"c#,testautomation,xamarin,cucumber,4years,mongodb,java,virtualization,azure,sql,ci/cd,python,jira,rally,postgresql,agile,jenkins,selenium,computerscience",https://www.simplyhired.com/job/gCOpK3wRA_oHK8GD-yqh86LYiBMaMRGj2WNzZ2CQiUeSdntNybWUgg,Others,,Remote,19,0,112600.0,0,nan
262,IT QA Specialist III,53800.0,68100.0,0.0,0.0,1.0,BRS,3.7,27.0,9.0,Full-time,nan,"timemanagement,organizationalskills,informationsystems,html5,presentationskills,communicationskills,softwaretesting,wordpress,bachelor'sdegree,css,customerservice,computerscience",https://www.simplyhired.com/job/vTaKEbPK6rB2tNTOd8bgPAhG3D2qRAB16dqTf6bvf3a-mWEZT1It-A,IT Engineer,,Remote,12,0,60950.0,1,27/9/2023
263,Java Developer,99116.0,119366.0,0.0,0.0,1.0,Helix Tech IT Solutions,,,,Full-time,"401(k),healthinsurance,dentalinsurance","rest,organizationalskills,java,uidesign,communicationskills,computerscience",https://www.simplyhired.com/job/doU8-wvnwSxgDs_YWO5Ejer-QBycSGa_X7FoFbf8BX1lnzJN7215qw,Software Developer,,Remote,6,3,109241.0,1,nan
264,Data Analyst - Quality Insights,97600.0,124000.0,0.0,0.0,1.0,Ford Motor Company,4.1,22.0,9.0,Full-time,"prescriptiondruginsurance,paidtimeoff,tuitionreimbursement,healthinsurance,employeediscount,dentalinsurance,parentalleave","a/btesting,ux,8years,powerbi,communicationskills,sql,bachelor'sdegree,dataanalysisskills,analysisskills,tableau,datavisualization,statisticalanalysis,python,r",https://www.simplyhired.com/job/Cw6_m3V1zlSqbAAEjoP1RPp5u9v9fouIw8WW6KGi7jrcmw_-K3wxIw,Analyst,,Remote,14,7,110800.0,1,22/9/2023
265,Help Desk PC Support Technician (FT),35000.0,44000.0,1.0,0.0,0.0,Synergistix.,3.0,6.0,10.0,Full-time,"visioninsurance,disabilityinsurance,paidtimeoff,flexibleschedule,401(k)matching,healthinsurance,401(k),lifeinsurance","ftp,technicalsupport,microsoftoffice,computernetworking,softwaretroubleshooting,windows,sql,bachelor'sdegree,customerservice,mobileapplications,analysisskills,mcp,computerscience",https://www.simplyhired.com/job/waadqzbr0V6_2B_AFfALtXwUktlxBmDJw62lWm4k7PKumm-F86gEEQ,Others,,Remote,13,8,39500.0,1,6/10/2023
266,Technical Support/Customer Advocate Agent,24000.0,30000.0,1.0,0.0,0.0,CLX Gaming,4.3,,,Full-time,"opportunitiesforadvancement,healthinsurance,on-the-jobtraining,dentalinsurance","customersupport,computerscience,it,communicationskills,under1year,operatingsystems,computerskills,associate'sdegree",https://www.simplyhired.com/job/PFVo_5wQE_HvrTFA0CvJwzy8BuThDBHlBrWdVc9iw2c_j7gda8EkmQ,Others,,Remote,8,4,27000.0,1,nan
267,Data Analyst,106000.0,134000.0,0.0,0.0,1.0,Blockchain.com,3.9,22.0,9.0,nan,nan,"dataanalytics,pandas,statistics,mathematics,1year,databases,scipy,numpy,datamining,communicationskills,sql,bachelor'sdegree,productdevelopment,datavisualization,analytics,python,businessintelligence,master'sdegree,relationaldatabases,customersegmentation,computerscience",https://www.simplyhired.com/job/4YuGzLOzD8L9Ok6xoBGuroZvxodxVkzdVI3dqBh-CxVDV6Jsvb9Fnw,Analyst,,Remote,21,0,120000.0,0,22/9/2023
268,Data Engineer,87800.0,111000.0,0.0,0.0,1.0,Beinex,,,,Full-time,healthinsurance,"organizationalskills,under1year,sql,bachelor'sdegree,dataanalysisskills,spark,python",https://www.simplyhired.com/job/DEQp32RFjsuqR-sOU0mLHUsRyWAFdgIBMNjRUpRTxzr56hD3lRj8Qw,Data Engineer,,Remote,7,1,99400.0,1,nan
269,Kubernetes Engineer,140000.0,200000.0,1.0,0.0,0.0,Synovize,,23.0,9.0,"Full-time,Contract","visioninsurance,paidtimeoff,flexibleschedule,401(k)matching,healthinsurance,dentalinsurance,referralprogram,401(k),lifeinsurance","aws,11+years,under1year,ansible,10years,3years,docker,kubernetes,devops,4years,1year,topsecretclearance,awscertification,6years,9years,bachelor'sdegree,terraform,7years,python,noexperienceneeded,8years,2years,5years,computerscience",https://www.simplyhired.com/job/Vyf7Y4tQLyOyhH9afLms2w0nAZKIbpO74dYNmwY5fFSXFkCsNakpUA,Others,,Remote,24,9,170000.0,2,23/9/2023
270,"IT System Administrator (Remote, US)",76600.0,97000.0,0.0,0.0,1.0,Suvoda,3.0,6.0,10.0,nan,nan,"vmware,slack,aws,powershell,firewall,computernetworking,identity&accessmanagement,customerservice,3years,sso,technicalsupport,windows,azure,ruby,systemadministration,scripting,activedirectory,it,bachelor'sdegree,lan,networkinfrastructure,python,rootcauseanalysis,microsoftoffice,macos,jenkins",https://www.simplyhired.com/job/3frUmnWmvio8cBJH37Huq9fqjkXxdZvL-qjJaQSpIkWLBa2YIaNuhg,IT Engineer,,Remote,26,0,86800.0,0,6/10/2023
271,Quality Assurance Engineer,68800.0,87200.0,0.0,0.0,1.0,Rhinogram,2.7,,,nan,"paidtimeoff,healthinsurance,dentalinsurance,visioninsurance","jira,writingskills,qualityassurance,javascript,agile,testcases,scrum,communicationskills,softwaretesting,bachelor'sdegree,3years,debugging,softwaredevelopment,computerscience,confluence,mentoring",https://www.simplyhired.com/job/tMXnH4FX_gteyFvpV3lEYyonuteWcTh-JHWCLsgi6WAijfjXLt9Dug,Quality Assurance Engineer,,Remote,16,4,78000.0,0,nan
272,Data Analyst(W2 Only),90100.0,114000.0,0.0,0.0,1.0,Volmatica Inc,,4.0,10.0,Contract,nan,"4years,machinelearning,datascience,cleaning,datawarehouse,powerbi,communicationskills,python,sql,bachelor'sdegree,dataanalysisskills,datavisualization,tableau,etl,computerscience,r,datamining",https://www.simplyhired.com/job/hpnZsSAKQT7EB_UjPoDL0GdwVMAePexq6xZlaxqXN8KabykdVq6MRA,Analyst,,Remote,17,0,102050.0,1,4/10/2023
273,BI/Data Visualization Analyst,95200.0,121000.0,0.0,0.0,1.0,"KYM Advisors, Inc",,6.0,10.0,nan,nan,"datawarehouse,communicationskills,sql,bachelor'sdegree,dataanalysisskills,datavisualization,tableau,analytics,computerscience,7years",https://www.simplyhired.com/job/bLGHbXdEAyu6djAXpOKOLMZJ_xROP-xe40f-M5FTeVADBWBYG77Odw,Analyst,,Remote,10,0,108100.0,0,6/10/2023
274,"Staff Software Engineer, Data",,110000.0,0.0,0.0,1.0,NAVEX Global,3.0,,,Full-time,"visioninsurance,paidtimeoff,healthinsurance,dentalinsurance,401(k)","2years,continuousintegration,microservices,postgresql,microsoftsqlserver,agile,nosql,communicationskills,full-stackdevelopment,datamanagement,sql,bachelor'sdegree,analysisskills,softwaredevelopment,performancetuning,computerscience",https://www.simplyhired.com/job/DfEkjPLMvJDH9qWU_VhqqH8Ck-ikUsguXm3huLmzXEHeNUgyQ0mO6A,Software Engineer,,Remote,16,5,,1,nan
275,Document Remediation Specialist,57600.0,72900.0,0.0,0.0,1.0,IT Data Solutions,5.0,,,Full-time,nan,"wcag,business,projectmanagement,leadership,businessadministration,communicationskills,it,bachelor'sdegree,webaccessibility,2years,computerscience",https://www.simplyhired.com/job/gSZzICUmEPSdFrsdMnL1mp6iAzrG3zTTaI3skA1oh72elKouaaDPNw,Others,senior,Remote,11,0,65250.0,1,nan
276,Staff Software Engineer (Remote),99530.0,149000.0,0.0,0.0,1.0,Blackhawk Network,3.5,6.0,10.0,Full-time,"paidsicktime,visioninsurance,disabilityinsurance,flexiblespendingaccount,401(k)matching,healthinsurance,dentalinsurance,401(k),parentalleave,lifeinsurance","writingskills,microsoftsqlserver,powerbi,redshift,datagovernance,azure,sql,bachelor'sdegree,datamanagement,masterdatamanagement,tableau,mysql,softwaredevelopment,5years,computerscience,management",https://www.simplyhired.com/job/Kbpp-QBrV4ogxqNfbs0Xu2hDBA4ZtCGebM0npiv7FQanEq3ykWaFLA,Software Engineer,,Remote,16,10,124265.0,1,6/10/2023
277,"IT Business Analyst, BSS",81000.0,103000.0,0.0,0.0,1.0,Great Plains Communications,4.4,,,nan,nan,"bachelorofscience,salesforce,computerinformationsystems,e-commerce,agile,scrum,it,bachelor'sdegree,2years,computerscience",https://www.simplyhired.com/job/XGCiMdc3gxbmHUREjeAsJGyLJCcE1gDGUHas59PN3N5jf3ZsQ2lfig,Analyst,,Remote,10,0,92000.0,0,nan
278,Associate Customer Support Analyst,42200.0,53400.0,0.0,0.0,1.0,Bridgeway Benefit Technologies,3.6,3.0,10.0,nan,nan,"timemanagement,organizationalskills,communicationskills,businessinformationsystems,under1year,bachelor'sdegree,contracts,analysisskills,computerscience",https://www.simplyhired.com/job/miag53AbqLztoq8XBOLGARZNgFxMaWpxGEgk8o5qflA7B74WCx9m-Q,Analyst,,Remote,9,0,47800.0,0,3/10/2023
279,Website Developer,81746.0,90213.0,0.0,0.0,1.0,LastWhispers LLC.com,,,,Contract,"relocationassistance,flexiblespendingaccount,flexibleschedule,tuitionreimbursement,parentalleave","rest,jquery,apis,javascript,react,html5,webservices,json,under1year,mysql,php,bachelor'sdegree,css,5years,computerscience,restfulapi",https://www.simplyhired.com/job/lVyL84Pnthrjr4vmGBGPHpTrRdYh4CPQJ5GKM0CbwAdRgDKFiv7lRw,Web Developer,,Remote,16,5,85979.5,1,nan
280,General Ledger Programmer (FT),51000.0,69000.0,0.0,0.0,1.0,Paylocity,3.4,4.0,10.0,Full-time,"visioninsurance,401(k)matching,healthinsurance,dentalinsurance,401(k)","accountspayable,accounting,microsoftsqlserver,paylocity,microsoftoffice,1year,sql,bachelor'sdegree,payroll,generalledgeraccounting,computerscience,management,visualstudio",https://www.simplyhired.com/job/5lxKTe5ALj2RcRhKG-ro7CsRFYsIJBbsIBLDO16E-ccIOe6aINnbUA,Others,,Remote,13,5,60000.0,1,4/10/2023
281,"IT System Analyst, Genesys",90000.0,125000.0,0.0,0.0,1.0,American Equity,3.7,,,Full-time,"visioninsurance,flexiblespendingaccount,healthsavingsaccount,paidtimeoff,401(k)matching,tuitionreimbursement,healthinsurance,dentalinsurance,401(k),parentalleave,lifeinsurance","rest,ivr,apis,riskmanagement,agile,cloudarchitecture,communicationskills,it,authentication,bachelor'sdegree,customerservice,debugging,5years,restfulapi",https://www.simplyhired.com/job/zlBlQpU_Flhzk7ngoBvOQHWN3Gt3TP5oDnkVrdowCsn753dgDPbEHw,Analyst,,Remote,14,11,107500.0,1,nan
282,Consultant – IT Service & Support (From January 2024),92900.0,118000.0,0.0,0.0,1.0,Kepner-Tregoe,,,,nan,nan,"publicspeaking,systemsengineering,informationsystems,projectmanagement,itservicemanagement,operationsmanagement,itil,pmp,bachelor'sdegree,analysisskills,itsupport,5years,computerscience,management",https://www.simplyhired.com/job/AU3yPWMRQiXLy5L5Et4rgHBzRBSRf07yQ9NIT644cyYuLb4iIKYHRg,IT Engineer,,Remote,14,0,105450.0,0,nan
283,Software Engineer,120000.0,140000.0,0.0,0.0,1.0,Altix Consulting,,,,Full-time,"visioninsurance,paidtimeoff,flexibleschedule,401(k)matching,healthinsurance,dentalinsurance,401(k)","c,electricalengineering,communicationskills,bachelor'sdegree,productmanagement,schematics,computerscience",https://www.simplyhired.com/job/p1LIFZGFcnoSpDA-yAb2ZedVHUnzRN8miEn91ixCOgz4jRrul5nGhg,Software Engineer,,Remote,7,7,130000.0,1,nan
284,Data Scientist Specialist/Bioinformatics Specialist,115607.0,141298.0,0.0,0.0,1.0,3M,3.9,27.0,9.0,Full-time,"retirementplan,visioninsurance,disabilityinsurance,healthsavingsaccount,flexiblespendingaccount,healthinsurance,dentalinsurance,lifeinsurance","machinelearning,doctoraldegree,research,2years,computerscience",https://www.simplyhired.com/job/Xg_w-e7l43np9-wQTyIQaHg_6r4Vv8jdQeOIMUP-Y4GEDbUFizK86Q,Data Scientist,,Remote,5,8,128452.5,1,27/9/2023
285,"Software Engineer, New Verticals",153000.0,200000.0,0.0,0.0,1.0,Whatnot,3.0,,,nan,"visioninsurance,disabilityinsurance,flexiblespendingaccount,paidparentalleave,healthinsurance,dentalinsurance,stockoptions,401(k),workfromhome,parentalleave","machinelearning,e-commerce,bachelor'sdegree,3years,computerscience,back-enddevelopment",https://www.simplyhired.com/job/_SLcwgrYpJrsII4SE3DqLbiPY9zC-DgyI4X4J4daHVEnKCqBMPptUA,Software Engineer,,Remote,6,10,176500.0,0,nan
286,Automation Tester,75000.0,120000.0,0.0,0.0,1.0,GeekSI,5.0,26.0,9.0,Full-time,"visioninsurance,paidtimeoff,401(k)matching,healthinsurance,dentalinsurance,401(k),lifeinsurance","c#,powershell,testautomation,3years,devops,java,sdlc,bash,shellscripting,scripting,conflictmanagement,communicationskills,it,bachelor'sdegree,agile,functionaltesting,jenkins,selenium,5years,computerscience,performancetesting",https://www.simplyhired.com/job/EPZX_MuDFgnWDuUl3HE4JQZfs9FHBwZKLtC6Fa-QCzjJxC0on5Ss3g,Others,,Remote,21,7,97500.0,1,26/9/2023
287,VP Data and Analytics,138000.0,174000.0,0.0,0.0,1.0,Rev.io,5.0,,,Full-time,nan,"microsoftsqlserver,leadership,databases,powerbi,it,under1year,mysql,bachelor'sdegree,analytics,computerscience",https://www.simplyhired.com/job/CCfCbBnjx3lUxSetf6cUyEosyT0KQYMarnx7d6Gp_LgktzU69kEkSg,Others,senior,Remote,10,0,156000.0,1,nan
288,Sr. Database Engineer,,90000.0,0.0,0.0,1.0,Solera,,,,Full-time,"visioninsurance,paidtimeoff,healthinsurance,dentalinsurance,401(k)","sqlservermanagementstudio,microsoftsqlserver,nosql,communicationskills,ssrs,bachelor'sdegree,6years,computerscience,management,managementinformationsystems",https://www.simplyhired.com/job/_va_PQ7y3tse4mFiUxn5_6eYtY-FowvJ0xl1WqIGCisqRsoCGlMnDw,Others,senior,Remote,10,5,,1,nan
289,IT Support Specialist,,60720.0,0.0,0.0,1.0,Capital Good Fund,4.4,,,Full-time,"visioninsurance,flexiblespendingaccount,paidtimeoff,401(k)matching,tuitionreimbursement,employeeassistanceprogram,healthinsurance,dentalinsurance,401(k),parentalleave","salesforce,apis,javascript,html5,c#,asp.net,1year,oop,css,customerservice,databaseadministration,itsupport,computerskills,computerscience",https://www.simplyhired.com/job/VgcVWq821jfYJvsdS_UYV4_bsZ8J-PNsPLxWYxc6zwAitCoBVTBjkg,IT Engineer,,Remote,14,10,,1,nan
290,Network Administrator,76400.0,96800.0,0.0,0.0,1.0,Ren,4.4,,,nan,nan,"wan,tcp/ip,tcp,it,bachelor'sdegree,lan,networkadministration,computerskills,computerscience,vpn,4years",https://www.simplyhired.com/job/YYGygTd08ixK8C9mRvUN8gh0B9NAC0s4nc5Rz-LPswcs4Cz29YUEPA,Administrator,,Remote,11,0,86600.0,0,nan
291,Technical Support Engineer (Full-Stack),45000.0,75000.0,0.0,0.0,1.0,sybill.ai,,,,Full-time,nan,"informationsystems,react,ai,1year,communicationskills,full-stackdevelopment,python,bachelor'sdegree,customerservice,computerskills,computerscience,shellscripting",https://www.simplyhired.com/job/pr3Bz_NzxP9X6BVzhrsIFxvniBktnd0vfwUaMEy6uLxVKK9Ty8lKcA,Others,,Remote,12,0,60000.0,1,nan
292,Software QA Engineer (TOSCA exp),83800.0,106000.0,0.0,0.0,1.0,TTC Global,5.0,,,nan,"visioninsurance,paidtimeoff,401(k)matching,healthinsurance,dentalinsurance,401(k)","communicationskills,softwaretesting,bachelor'sdegree,3years,computerscience",https://www.simplyhired.com/job/4I60TIu5nxUSlYlCPF_zyCZNZ__jSRKTkIEpIOat6XGIDlRkh1rrNg,Others,,Remote,5,6,94900.0,0,nan
293,Testing Automation Engineer,70000.0,100000.0,0.0,0.0,1.0,NatGo Data Group,,,,Full-time,"retirementplan,visioninsurance,paidtimeoff,opportunitiesforadvancement,healthinsurance,dentalinsurance,401(k)","git,java,continuousintegration,agile,c#,scrum,communicationskills,junit,computerengineering,selenium,bachelor'sdegree,ci/cd,python,softwareengineering,debugging,secretclearance,computerscience",https://www.simplyhired.com/job/UUWwDGfSgCeLE6_h_XpBZjwc9vitA-5pUIPEHGqMZqXqXSvuo5RY1w,Others,,Remote,17,7,85000.0,1,nan
294,IT Support (EST time zone) Bilingual English/Spanish,41600.0,52700.0,0.0,0.0,1.0,Alexandra Lozano Immigration Law PLLC,4.2,,,nan,nan,"english,immigrationlaw,organizationalskills,servicenow,technicalsupport,spanish,bilingual,softwaretroubleshooting,windows,it,bachelor'sdegree,communicationskills,customerservice,3years,itsupport,highschooldiplomaorged,computerscience,associate'sdegree",https://www.simplyhired.com/job/2cXBG_Rt2DAyDbXfyhuv2FXM_sJgxGSHM2PFqaKOj4Cl3Rxn70_i1A,IT Engineer,,Remote,18,0,47150.0,0,nan
295,Database Administrator - Remote,77200.0,97700.0,0.0,0.0,1.0,"Agile5 Technologies, Inc.",,30.0,9.0,Full-time,nan,"oracle,pl/sql,java,sdlc,aws,postgresql,dataanalytics,computerskills,communicationskills,master'sdegree,bachelor'sdegree,performancetuning,computerscience",https://www.simplyhired.com/job/U6p1NayTCyev626zoZqojiPYYrG833XK-A7gg0LsB9h5VGWYibeTjg,Administrator,,Remote,13,0,87450.0,1,30/9/2023
296,Software Engineer,100000.0,125000.0,0.0,0.0,1.0,TeachTown,3.0,,,Full-time,nan,"machinelearning,javascript,react,ios,aws,agile,angular,1year,vue.js,html5,master'sdegree,ci/cd,css,bachelor'sdegree,debugging,computerscience,.net",https://www.simplyhired.com/job/ENYGqvJHiMkkQcL_4aIwXMFpbIsxer5zDL5Bcdzfx6TGSwLaFrdjqg,Software Engineer,,Remote,17,0,112500.0,1,nan
297,IT Developer,64900.0,82100.0,0.0,0.0,1.0,"Best Western International, Inc.",3.6,6.0,10.0,Full-time,"visioninsurance,401(k)matching,healthinsurance,employeediscount,dentalinsurance,401(k)","pl/sql,html5,aws,angular,mongodb,java,awscertification,databaseadministration,oracle,sql,bachelor'sdegree,python,systemsanalysis,rest,javascript,microsoftoffice,softwaredevelopment,jenkins,jpa,2years,computerscience",https://www.simplyhired.com/job/2zXTHxinMoIUf2vnm8OtwG3uJL2wiMNR00XqCH0H7CMG553iKQsOCQ,IT Engineer,,Remote,21,6,73500.0,1,6/10/2023
298,Docker Specialist,140000.0,200000.0,1.0,0.0,0.0,Synovize,,23.0,9.0,"Full-time,Contract","visioninsurance,paidtimeoff,flexibleschedule,401(k)matching,healthinsurance,dentalinsurance,referralprogram,401(k),lifeinsurance","aws,ansible,python,topsecretclearance,docker,awscertification,bachelor'sdegree,terraform,computerscience,kubernetes,devops",https://www.simplyhired.com/job/NPAc1eUlkXV1UD9egqJspUX2Nb8-excPYEFTrY37ofCd5FdJtpqM_g,Others,,Remote,11,9,170000.0,2,23/9/2023
299,Staff Accountant,62000.0,74000.0,0.0,0.0,1.0,Sphero,3.7,29.0,9.0,Full-time,"gymmembership,ad&dinsurance,visioninsurance,disabilityinsurance,healthsavingsaccount,flexiblespendingaccount,paidparentalleave,unlimitedpaidtimeoff,tuitionreimbursement,healthinsurance,stockoptions,dentalinsurance,401(k),parentalleave,lifeinsurance","accountspayable,accountreconciliation,microsoftexcel,erpsystems,accounting,gaap,bachelor'sdegree,2years",https://www.simplyhired.com/job/-TLNh2Az-cFEBgToqXpmJMk1XtcvThfkH1vLdTDSSwdPe8PrKYKH2A,Others,,Remote,8,15,68000.0,1,29/9/2023
300,Data Science Analyst - SS,95493.0,133682.0,0.0,0.0,1.0,Mayo Clinic,3.9,,,Full-time,"opportunitiesforadvancement,continuingeducationcredits","machinelearning,datascience,mathematics,engineering,1year,ai,communicationskills,bachelor'sdegree,master'sdegree,regressionanalysis,datamining",https://www.simplyhired.com/job/U_4nzIv2coSNqWGYjx7Fu_WBHfIqEDKu5p906hk5vQyADzSKCVK4bg,Analyst,,Remote,11,2,114587.5,1,nan
301,SQA Analyst II (Remote - TX),62000.0,78600.0,0.0,0.0,1.0,SWBC,3.1,5.0,10.0,Full-time,"401(k),continuingeducationcredits,healthinsurance,wellnessprogram","apis,c#,as400,microsoftexcel,java,ui,softwaretesting,supervisingexperience,qualityassurance,communicationskills,sql,bachelor'sdegree,istqbcertification,computerskills,microsoftword,management,organizationalskills,microsoftoutlook,microsoftoffice,selenium,computerscience",https://www.simplyhired.com/job/I71ulZIflvaawj9NN-XoI-uBcP_TP_23NV9osN_ATsvObe4gzWdfzA,Analyst,,Remote,21,4,70300.0,1,5/10/2023
302,Partner Integrations Specialist,,,,,,Zillow,3.8,,,Full-time,"visioninsurance,paidtimeoff,healthinsurance,dentalinsurance,parentalleave","xml,microsoftexcel,apis,html5,analytics,1year,presentationskills,communicationskills,sql,bachelor'sdegree,datavisualization,analysisskills,linux,xslt,sso",https://www.simplyhired.com/job/1g-hhEktrSvYyoYKal1opxPU9NsbpVigC1MKLEwBGpaFhgLRi9S1Jg,Others,,Remote,15,5,,1,nan
303,Frontend Engineer (US),98500.0,125000.0,0.0,0.0,1.0,Aidaptive,,,,Full-time,nan,"machinelearning,javascript,typescript,front-enddevelopment,html5,googleads,oop,bachelor'sdegree,css,computerscience",https://www.simplyhired.com/job/pE6QJ19CUq6g5bdjXmLgPBsNqIuw6RGi-gVPXeu2HJu9FIColaszmg,Others,,Remote,10,0,111750.0,1,nan
304,Data Analyst,58300.0,133000.0,0.0,0.0,1.0,Booz Allen Hamilton,3.9,30.0,9.0,nan,"retirementplan,flexiblespendingaccount,paidtimeoff,tuitionreimbursement,healthinsurance","datascience,dodexperience,dataanalytics,perl,linux,r,1year,powerbi,c++,research,windows,analysisskills,tableau,datamining,military,communicationskills,unix,bachelor'sdegree,dataanalysisskills,ts/sci,python,confluence,jira,businessintelligence,agile",https://www.simplyhired.com/job/zOlio-5hpdVp4MfieH0L7j5lHHN_B8KtjW8GQBvv4rVxLjei7C-egQ,Analyst,,Remote,25,5,95650.0,0,30/9/2023
305,Systems Support Analyst (IT) (CA BASED),,,,,,Arizona State University,4.2,6.0,10.0,Full-time,"relocationassistance,flexibleschedule","softwaredeployment,organizationalskills,microsoftoutlook,sccm,microsoftoffice,computernetworking,1year,windows,activedirectory,bachelor'sdegree,intelligenceexperience,computerskills,computerscience",https://www.simplyhired.com/job/EuAyRG_wSzAwWbvRLFulq9k6DuMo_BZBUVtA-w-scIsILuSGSj8Lqw,Analyst,,Remote,13,2,,1,6/10/2023
