,Job,Salary_Begin,Salary_End,Hourly,Monthly,Yearly,Company,Rating,Posted_Date,Posted_Month,Type,Benefits,Qualifications,Job Link,Job_simp,Job_seniority,Location_type,num_Qualifications,num_Benefits,Salary_Average,num_Type
174,Data Engineer I,82100.0,104000.0,0.0,0.0,1.0,Lovelytics,,6.0,10.0,Full-time,nan,"azure,scala,bachelor'sdegree,datawarehouse,computerscience,spark,sql,python,etl,communicationskills,aws,debugging,bachelorofscience,1year",https://www.simplyhired.com/job/74n5qUMdEZKQJFYgyJRwsYqj1HQxIyIIxgAhF5n-micCvkexRSTocQ,Data Engineer,,,14,0,93050.0,1
175,Application Support Administrator,82200.0,104000.0,0.0,0.0,1.0,BlueCross BlueShield of Tennessee,3.9,28.0,9.0,Full-time,nan,"computerscience,supervisingexperience,communicationskills,softwaretroubleshooting,rest,recordsmanagement,organizationalskills,bachelor'sdegree,filenet,microsoftoffice,relationaldatabases,java,computerskills,oracle,db2,restfulapi,it,microsoftsqlserver,websphere,2years,soap",https://www.simplyhired.com/job/sxiIrOgtgzdvG3Id3keo3qX2NSq58krj-wTWzY9Ez7rs244ONRdL8g,Administrator,,,21,0,93100.0,1
176,Customer Support Specialist,61400.0,77700.0,0.0,0.0,1.0,Bamboo Health,3.8,4.0,10.0,nan,"healthinsurance,dentalinsurance,visioninsurance","qualityassurance,customerservice,it,associate'sdegree,under1year,bamboo,computerscience,computernetworking,management,analysisskills,helpdesk,bachelor'sdegree,customersupport,softwaretroubleshooting,leadership",https://www.simplyhired.com/job/RGF1lRNRm_yiNPaIOOB2yB4AWFsXtWe6tqz8uGLq4vFaHZ5lsuZaLA,Others,senior,,15,3,69550.0,0
177,BI Analyst (Remote-First - Based in TX),66100.0,83700.0,0.0,0.0,1.0,EWC Corporate LLC,,,,Full-time,"healthinsurance,workfromhomestipend,disabilityinsurance,paidparentalleave,parentalleave,employeeassistanceprogram,paidtimeoff,healthsavingsaccount,dentalinsurance,401(k)matching,lifeinsurance,ad&dinsurance,petinsurance,401(k),visioninsurance","tableau,3years,analysisskills,machinelearning,datavisualization,communicationskills,bachelor'sdegree,earnedvaluemanagement,powerbi",https://www.simplyhired.com/job/uOtxwue9FGpsUk_bnBowcCWh6Up0VHbk1WLxPUWQdet971Sdhrui4A,Analyst,,Remote,9,15,74900.0,1
178,2024 Associate Software Engineer,90600.0,115000.0,0.0,0.0,1.0,Demiurge Studios,3.5,,,Full-time,"healthinsurance,tuitionreimbursement,401(k)matching,paidtimeoff,referralprogram,401(k),flexiblespendingaccount","english,c++,ios,bachelor'sdegree,c#,computerscience,communicationskills,softwaredevelopment,bachelorofscience,datastructures,unity",https://www.simplyhired.com/job/z23lqaxkzYe-yKksJtftCdzxNs1sMTwzW0c-wr7AzsDtqheDXSJc0A,Software Engineer,,,11,7,102800.0,1
179,Gameplay Engineer,96400.0,122000.0,0.0,0.0,1.0,Possibility Space,,23.0,9.0,nan,nan,"computerskills,c++,c#,computerscience,communicationskills,debugging,bachelor'sdegree,unity,research",https://www.simplyhired.com/job/rTClkTVu9Vh6SxAMOBJL80ibMeVtuGwSxOjPG-R62Z3MT1eVCIbdmQ,Others,,,9,0,109200.0,0
180,"Technical Support Specialist, Level 2 (Overnight)",58000.0,72000.0,1.0,0.0,0.0,Managed Solution LLC,4.0,,,nan,"healthinsurance,internetreimbursement,cellphonereimbursement,employeeassistanceprogram,paidtimeoff,401(k)matching,dentalinsurance,ad&dinsurance,401(k),flexiblespendingaccount,visioninsurance","english,windows,computerscience,networkmonitoring,communicationskills,softwaretroubleshooting,networkadministration,associate'sdegree,3years,organizationalskills,bachelor'sdegree,virtualization,lan,dhcp,connectwise,wan,computernetworking,cybersecurity,azure,customerservice,activedirectory,dns,microsoftexchange",https://www.simplyhired.com/job/jdEc6Z9LSBrW_Zg_ww8MwWhEn6mmANab_6NJJsOU8G3CVY1H1hxYYg,Others,,,23,11,65000.0,0
181,"Application Support Specialist, Information Technology (Remote - Worldwide w/ overlap of U.S. Time Zones)",57800.0,73200.0,0.0,0.0,1.0,Verra,4.0,27.0,9.0,Full-time,"healthinsurance,sabbatical,paidtimeoff,dentalinsurance,lifeinsurance,visioninsurance,retirementplan","customerservice,employment&laborlaw,it,microsoftoffice,computerscience,relationshipmanagement,itsupport,2years,communicationskills,bachelor'sdegree,softwaretroubleshooting",https://www.simplyhired.com/job/MkHzaVm9hvNE6U4PNNlcr0XhkIvnvNTVJz_6G681nttkPCIo6CrPRA,Others,,Remote,11,7,65500.0,1
182,Software Engineer (Remote),85000.0,108000.0,0.0,0.0,1.0,"Patterson Companies, Inc.",3.2,5.0,10.0,nan,nan,"agile,oop,operatingsystems,computerscience,3years,applicationdevelopment,softwaredevelopment,bachelor'sdegree",https://www.simplyhired.com/job/Oy9AxoePCv0UlgEHWRbOSoW09uZKDJD_wiw1SR9m9e8x-AhJrAhDCQ,Software Engineer,,Remote,8,0,96500.0,0
183,"Applications Analyst - Epic Patient Access - Referrals, Cadence, Prelude, Welcome",,,,,,UW Health,3.5,,,Full-time,"healthinsurance,tuitionreimbursement,paidtimeoff,dentalinsurance,retirementplan","2years,associate'sdegree,computerscience",https://www.simplyhired.com/job/MtO8-gLA0YruJhqB3iRhVNf41JEFu-Qk7huDK3OEWnF8C54uDL9LoA,Analyst,,,3,5,,1
184,Software Developer,100000.0,120000.0,0.0,0.0,1.0,vMOX,3.3,23.0,9.0,Full-time,"healthinsurance,cellphonereimbursement,employeeassistanceprogram,paidtimeoff,healthsavingsaccount,dentalinsurance,401(k)matching,professionaldevelopmentassistance,employeediscount,parentalleave,flexibleschedule,lifeinsurance,referralprogram,401(k),flexiblespendingaccount,visioninsurance","microsoftoffice,css,softwaredeployment,computerscience,.net,html5,analysisskills,microsoftsqlserver,organizationalskills,rubyonrails,bachelor'sdegree,2years,timemanagement,bootstrap",https://www.simplyhired.com/job/ji9MJAZjF_0ukVZWdYURqc1MDk21kT4e_Luwf71rYNLQpQvl4DhUnA,Software Developer,,,14,16,110000.0,1
185,Payments Risk Analyst,113900.0,134000.0,0.0,0.0,1.0,Coinbase,4.1,22.0,9.0,Full-time,"healthinsurance,internetreimbursement,disabilityinsurance,paidparentalleave,cellphonereimbursement,401(k)matching,healthsavingsaccount,dentalinsurance,lifeinsurance,parentalleave,401(k),visioninsurance","productmanagement,customerservice,fraudpreventionanddetection,computerscience,sql,python,semanticweb,bachelor'sdegree,1year",https://www.simplyhired.com/job/TTAo8FyWicuiu8m5dl9SSEIu_yzownfLajoPsGX-gjIdYUwzdSX2Uw,Analyst,,,9,12,123950.0,1
186,Healthcare Data Analytics (remote),80000.0,90000.0,0.0,0.0,1.0,Peopletek,,,,Full-time,"healthinsurance,disabilityinsurance,tuitionreimbursement,401(k)matching,paidtimeoff,dentalinsurance,visioninsurance,401(k)","confidentialclearance,databasedesign,dataanalytics,pivottables,presentationskills,bachelor'sdegree,microsoftexcel,sql,3years,analysisskills,bachelorofscience",https://www.simplyhired.com/job/uBbvnMHPLsosOfLxjVwD_ui4nAg0pKWj0RDgvxFzlZHy1JxGmiSdJw,Others,,Remote,11,8,85000.0,1
187,Software Engineer,100425.0,137400.0,0.0,0.0,1.0,PAR,3.7,27.0,9.0,nan,nan,"pos,azure,asp.net,agile,.net,c#,computerscience,unittesting,analysisskills,2years,aws,softwaredevelopment,bachelor'sdegree,communicationskills,debugging",https://www.simplyhired.com/job/5JHUJ3hQe6NVlNvtyVsCNIi-VtOmDM3iDwR5lCiBVXdo_FtPdl7vuw,Software Engineer,,,15,0,118912.5,0
188,QA Engineer,79600.0,101000.0,0.0,0.0,1.0,PollyEx,,,,Full-time,"healthinsurance,disabilityinsurance,dentalinsurance,lifeinsurance,visioninsurance,unlimitedpaidtimeoff","saas,softwaretesting,analysisskills,machinelearning,communicationskills,sdlc,bachelor'sdegree,1year",https://www.simplyhired.com/job/V5LcdZ5oLO8E8Da6NxOIgdn8DuyaB20PvoTq2-YS-_aui_vAt64PSg,Others,,,8,6,90300.0,1
189,Business Operations Data Analyst,64800.0,82000.0,0.0,0.0,1.0,Ecentria,2.3,4.0,10.0,Full-time,opportunitiesforadvancement,"php,datamining,quantitativeanalysis,javascript,bachelor'sdegree,microsoftexcel,supplychainmanagement,sql,html5,organizationalskills,bachelorofscience,marketing,statistics,e-commerce",https://www.simplyhired.com/job/yuYlXMISUptH4083b35XKcUfzHMHqKlr5yGVFaA1RdV8giLt1g__Rg,Analyst,,,14,1,73400.0,1
190,Environmental Software Support Technologist,48000.0,,0.0,0.0,1.0,"EarthSoft, Inc.",,27.0,9.0,Full-time,"healthinsurance,employeeassistanceprogram,401(k)matching,paidtimeoff,healthsavingsaccount,dentalinsurance,visioninsurance,workfromhome,401(k)","customerservice,windows,javascript,microsoftoffice,css,under1year,arcgis,visualbasic,sql,html5,chemistry,communicationskills,bachelor'sdegree,customersupport",https://www.simplyhired.com/job/aLChOzKqsPxO7dA0lwmnsWocH-JxPI5UPx0ZaBA_VGV04oEktVIxjQ,Others,,,14,9,,1
191,Tier 1 Support Technician,50000.0,54000.0,1.0,0.0,0.0,The Bowen Group Inc.,3.2,,,Full-time,"healthinsurance,disabilityinsurance,tuitionreimbursement,dentalinsurance,lifeinsurance,visioninsurance,continuingeducationcredits,401(k),flexiblespendingaccount","ccna,conflictmanagement,customerservice,iatleveli,ccnasecurity,iat,comptianetwork+,computerscience,secretclearance,sscp,3years,helpdesk,communicationskills,master'sdegree,bachelor'sdegree,comptiaa+,softwaretroubleshooting",https://www.simplyhired.com/job/qRQRHjaoO1UKvbc2vTV9WtAqp4r4dEwZb7rQH5B2YYisbe06cNAx3g,Others,,,17,9,52000.0,1
192,Backend Engineer,60000.0,65000.0,0.0,0.0,1.0,SQUIRE,,28.0,9.0,Full-time,nan,"node.js,ios,agile,computerscience,git,applicationdevelopment,back-enddevelopment,2years,communicationskills,bachelor'sdegree,microservices,apis,softwaretroubleshooting",https://www.simplyhired.com/job/X3s8s5Od7yzk7j-8PIidJF98xh3oejVAQp-LliJvt7QOHZUQsPqVig,Others,,,13,0,62500.0,1
193,"Software Engineer, Product",172994.0,241000.0,0.0,0.0,1.0,Meta,4.1,27.0,9.0,nan,nan,"computerengineering,7years,javascript,css,computerscience,reactnative,react,analysisskills,machinelearning,mobileapplications,bachelor'sdegree,full-stackdevelopment,xhtml",https://www.simplyhired.com/job/uvBL9dVeKA0-jwgjRgcHuVlluJO0NgqhJMAiJCk5RZ0dO2eWtP-n4w,Software Engineer,,,13,0,206997.0,0
194,SCCM / Intune Expert (m/f/d),70100.0,88700.0,0.0,0.0,1.0,Nagarro,3.8,6.0,10.0,Full-time,"paidtimeoff,companycar","german,english,windows,it,activedirectory,management,bachelor'sdegree,intune,itil,sccm",https://www.simplyhired.com/job/IdSNJ6_pmZPFgGlW50XSwW6t2BARceYTEoP1HP4kytDhsFjRIBwesw,Others,senior,,10,2,79400.0,1
195,Software Quality Engineer,76500.0,96900.0,0.0,0.0,1.0,Orases,4.4,,,Full-time,nan,"testautomation,java,computerskills,javascript,computerscience,python,ci/cd,continuousimprovement,git,softwaretesting,communicationskills,softwaredevelopment,debugging,bachelor'sdegree,scripting",https://www.simplyhired.com/job/6WlVSMzSFrE4g-N8tR7Zb9vqRT_xFpyFmJZ5qMlfIq4VbBGphNKzdA,Quality Assurance Engineer,,,15,0,86700.0,1
196,Corporate IT Support Engineer,81500.0,103000.0,0.0,0.0,1.0,InMobi,4.2,,,nan,"healthinsurance,rsu,employeeassistanceprogram,paidtimeoff,401(k)matching,dentalinsurance,flexibleschedule,visioninsurance,401(k)","servermanagement,windows,dns,computerscience,jira,computernetworking,linux,management,itsupport,2years,communicationskills,bachelor'sdegree,vpn,intune,softwaretroubleshooting",https://www.simplyhired.com/job/2V3PCYIk02DFK167n8W_iRm5wSckGjrOXoe6jdfn5LhOU4Y43gdMeQ,IT Engineer,,,15,9,92250.0,0
197,Associate Developer (Contractor/Remote),50000.0,70000.0,1.0,0.0,0.0,Metova,3.3,,,Contract,"healthinsurance,401(k)matching,paidtimeoff,flexibleschedule,visioninsurance,unlimitedpaidtimeoff,401(k)","java,ios,javascript,sql,3years,highschooldiplomaorged,bachelor'sdegree",https://www.simplyhired.com/job/xg_QmYs9taKlTUxLXpD4j9561onnMcmRY9_KR1u3yuriKf4D1-UmaA,Software Developer,,Remote,7,7,60000.0,1
198,Remote IT Project Coordinator (live where you want),,,,,,The Weston Group,2.8,,,Full-time,"healthinsurance,paidtimeoff,professionaldevelopmentassistance,dentalinsurance,lifeinsurance,flexibleschedule,visioninsurance,401(k),flexiblespendingaccount","computerengineering,voip,it,informationsystems,capm,computerscience,projectmanagement,computernetworking,construction,bachelor'sdegree,projectcoordination,timemanagement",https://www.simplyhired.com/job/UEOFimHt3P0aVVCdK6goHg28C4RWOtNW9Iw4JyTczZ7zKKcqS46QGg,IT Engineer,,Remote,12,9,,1
199,Data Quality Specialist,93300.0,212000.0,0.0,0.0,1.0,Booz Allen Hamilton,3.9,,,nan,"healthinsurance,paidparentalleave,tuitionreimbursement,401(k)matching,paidtimeoff,healthsavingsaccount,flexibleschedule,parentalleave,401(k),flexiblespendingaccount","qualitymanagement,qualityassurance,masterdatamanagement,7years,qualitycontrol,analytics,computerscience,datamanagement,qa/qc,communicationskills,datagovernance,bachelor'sdegree,leadership",https://www.simplyhired.com/job/b7AZn9bH63rCsjehsA_fkrikJSmkFDyDbfuo97B8PmhUMyChYk7YhA,Quality Assurance Engineer,senior,,13,10,152650.0,0
200,Consultant - Developer I,70000.0,100000.0,0.0,0.0,1.0,"Management Science & Innovation, LLC",,25.0,9.0,nan,nan,"java,c++,c,javascript,bachelor'sdegree,engineering,under1year,c#,visualbasic,sql,python,processimprovement,management,objective-c,ai,bachelorofscience",https://www.simplyhired.com/job/1I5by80MxeNSDvwKG0rk5bzxS4TOmS-SxIVLCqGwuiPEiYAuVn7R-A,Software Developer,,,16,0,85000.0,0
201,C++ Developer - Remote,84900.0,108000.0,0.0,0.0,1.0,Janea Systems,,,,Full-time,workfromhome,"node.js,english,windows,c++,computerscience,datastructures",https://www.simplyhired.com/job/cfq1c1maGGu4B4BbYrBSBuJy8S1bLfmM9KR38wc82bOS098LjpqlhQ,Software Developer,,Remote,6,1,96450.0,1
202,Technical Support Engineer - Integrations,80000.0,92000.0,1.0,0.0,0.0,ASA,3.9,,,Contract,nan,"oop,computerscience,servicenow,communicationskills,itil,softwaretroubleshooting,ldap,https,javascript,webservices,rest,itservicemanagement,sso,computernetworking,java,customerservice,it,enterprisesoftware,sql,soap,scripting",https://www.simplyhired.com/job/GR_qU4lrUXvLefk5ULPXCTbDOFXN_YXYZ6PEs-YtIyOO9uqoeKUtsA,Others,,,21,0,86000.0,1
203,Data Engineer,113000.0,142000.0,0.0,0.0,1.0,Living Security,4.5,2.0,10.0,nan,"healthinsurance,disabilityinsurance,401(k)matching,healthsavingsaccount,dentalinsurance,lifeinsurance,stockoptions,visioninsurance,unlimitedpaidtimeoff,401(k),flexiblespendingaccount","computerengineering,bachelor'sdegree,computerscience,sql,python,2years,aws,dynamodb,softwareengineering,communicationskills,apis,databases,riskmanagement,relationaldatabases",https://www.simplyhired.com/job/xLjzXnCxX-rZkSxZsHxzZCu-YaA5hjJbubHQn2h4NidtVV24raymlw,Data Engineer,,,14,11,127500.0,0
204,SOC Analyst I,58500.0,74100.0,0.0,0.0,1.0,"STIGroup, Ltd.",,,,Full-time,flexibleschedule,"english,windows,computerscience,linux,powershell,communicationskills,siem,analysisskills,bachelor'sdegree,vpn,typing,lan,dhcp,firewall,tcp,tcp/ip,python,informationsecurity,it,vulnerabilitymanagement,ipnetworking,dns,ids,routingprotocols,scripting",https://www.simplyhired.com/job/UG1k9YXNJR5HaMZs4GPuZQZ_k3ARp00m_6-j5CNmUTP3_A48tTErVw,Analyst,,,25,1,66300.0,1
205,"Technical Support Specialist, Level 1",48000.0,57000.0,1.0,0.0,0.0,Managed Solution LLC,4.0,,,nan,"healthinsurance,internetreimbursement,cellphonereimbursement,employeeassistanceprogram,paidtimeoff,401(k)matching,dentalinsurance,ad&dinsurance,401(k),flexiblespendingaccount,visioninsurance","english,windows,computerscience,networkmonitoring,communicationskills,softwaretroubleshooting,networkadministration,associate'sdegree,organizationalskills,bachelor'sdegree,virtualization,lan,dhcp,connectwise,wan,computernetworking,cybersecurity,azure,customerservice,activedirectory,dns,2years,microsoftexchange",https://www.simplyhired.com/job/PwCpXk3K_jrA8ir_GGAQlfGfhbys9V6LGkt1G8KLfm6e42nGwG6iqw,Others,,,23,11,52500.0,0
206,Software Support Analyst II,61800.0,78300.0,0.0,0.0,1.0,Jenzabar,3.6,,,nan,"healthinsurance,disabilityinsurance,paidparentalleave,tuitionreimbursement,paidsicktime,paidtimeoff,dentalinsurance,lifeinsurance,parentalleave,401(k),visioninsurance","computerskills,windows,oracle,db2,javascript,it,operatingsystems,computerscience,sql,linux,html5,microsoftsqlserver,bachelor'sdegree,databases,relationaldatabases",https://www.simplyhired.com/job/y51tq4WW-ZOE586oCHsdOqNcDj0OXuIO3iyP5az_KvQPUOZ73f_KxA,Analyst,,,15,11,70050.0,0
207,Performance Tester,115000.0,120000.0,0.0,0.0,1.0,Dotdash Meredith,3.4,5.0,10.0,Full-time,"healthinsurance,tuitionreimbursement,401(k)matching,paidtimeoff,dentalinsurance,lifeinsurance,flexibleschedule,parentalleave,foodprovided,401(k),flexiblespendingaccount,visioninsurance","java,computerengineering,jenkins,writingskills,restfulapi,javascript,computerscience,newrelic,ci/cd,computernetworking,rest,regressionanalysis,2years,bachelor'sdegree,groovy,performancetesting",https://www.simplyhired.com/job/72sekgaHQ0UfPmHQAII2UdXhI8RKfuuNT4MBcT-kxwHSolrlkihnLQ,Others,,,16,12,117500.0,1
208,[Wordvice] Freelance Academic Editor (All Fields of Study),49400.0,62500.0,0.0,0.0,1.0,Wordvice,,,,Contract,nan,"english,microsoftword",https://www.simplyhired.com/job/l8DuYd51cTVKa5qzfS3S0ofEaBH2brPeseR025flarbxapgFJmDmmg,Others,,,2,0,55950.0,1
209,Webmaster,90000.0,110000.0,0.0,0.0,1.0,SIIM,3.3,,,Full-time,"healthinsurance,disabilityinsurance,paidtimeoff,professionaldevelopmentassistance,dentalinsurance,lifeinsurance,flexibleschedule,visioninsurance,retirementplan,401(k),flexiblespendingaccount","ftp,contentmanagementsystems,computerscience,communicationskills,seo,bootstrap,javascript,html5,3years,responsivewebdesign,adobecreativesuite,bachelor'sdegree,wordpress,php,microsoftoffice,css,adobeindesign,editing,adobephotoshop,computerskills,keywordresearch,ui,sql,adobepremiere,googleanalytics",https://www.simplyhired.com/job/83UZytHJ0ZNVKI1WuFPvG8ZFAyQvsc9HsNOh0ZnkPBuCj34bBEYxNA,Web Developer,,,25,11,100000.0,1
210,Quality Assurance Software Tester,91400.0,116000.0,0.0,0.0,1.0,Tactibit Technologies LLC,,,,Full-time,nan,"computerscience,awscertification,git,comptiacloud+,softwaretroubleshooting,5years,analysisskills,bachelor'sdegree,projectmanagementmethodology,agile,gis,projectmanagement,softwaretesting,sdlc,aws,softwaredevelopment,ccsp,jira,comptiasecurity+,bachelorofscience",https://www.simplyhired.com/job/O-yRgH12VjflTKBVZm8oOOTNNiwf0026v4VYOks5knbZikVRCm3URQ,Quality Assurance Engineer,,,20,0,103700.0,1
211,QA Tester (Epic Certified),79600.0,101000.0,0.0,0.0,1.0,ClinDCast LLC,,6.0,10.0,Contract,nan,"it,epic,epiccertification,computerscience,communicationskills,bachelor'sdegree",https://www.simplyhired.com/job/E-AF5YpiSiN83cp5C0_iunsJXdztWII2nzCjWSUNsemDgIE8fMBRVA,Others,,,6,0,90300.0,1
212,Mid-Level Software Engineer,95500.0,121000.0,0.0,0.0,1.0,"Whitespace, LTD",4.3,,,nan,"healthinsurance,disabilityinsurance,paidparentalleave,401(k)matching,paidtimeoff,professionaldevelopmentassistance,dentalinsurance,lifeinsurance,parentalleave,unlimitedpaidtimeoff,401(k),visioninsurance","analysisskills,research",https://www.simplyhired.com/job/ID1iGMp9ZJQEnmOxkTl5awS2rbs8lNT43xxyGtfP7Fkf05fjdSuNxg,Software Engineer,,,2,12,108250.0,0
213,Remote LAN Administrator,,53224.0,0.0,0.0,1.0,State of Indiana,3.4,6.0,10.0,nan,"healthinsurance,457(b),tuitionreimbursement,employeeassistanceprogram,401(k)matching,paidtimeoff,healthsavingsaccount,dentalinsurance,lifeinsurance,referralprogram,visioninsurance,loanforgiveness,401(k),freeparking","associate'sdegree,operatingsystems,computerscience,distributedsystems,remoteaccesssoftware,computernetworking,management,networkprotocols,communicationskills,bachelor'sdegree,systemdesign,lan",https://www.simplyhired.com/job/lYhXoE1fvUIINqp-leJzOMLE-pMujoh5TJ1c8zfVzaPtTP4NNaI3sQ,Administrator,,Remote,12,14,,0
214,Splunk Engineer,70414.0,120111.0,0.0,0.0,1.0,Technohires Inc,,,,Full-time,"healthinsurance,dentalinsurance,401(k)","splunk,computerscience,under1year",https://www.simplyhired.com/job/JESLkiAw3VzaUhrzZIW_MkjHMZOYvcSNWvtXCiVh4QlclOez43qY_A,Others,,,3,3,95262.5,1
215,Technical Support Engineer,68100.0,86300.0,0.0,0.0,1.0,Sectigo,4.5,,,Full-time,nan,"ftp,saas,linux,git,communicationskills,3years,organizationalskills,bachelor'sdegree,virtualization,lampstack,github,xml,it,dns,mysql,sql,jira,json,apis,databases",https://www.simplyhired.com/job/jMkUM1TzwHR63nw5-iaCYL4T3QLYFKnsmBTYcPfoMh613RuVuv081Q,Others,,,20,0,77200.0,1
216,Genomic Technology Support Engineer,71600.0,90700.0,0.0,0.0,1.0,Baylor Genetics,2.5,4.0,10.0,Full-time,"healthinsurance,tuitionreimbursement,paidtimeoff,healthsavingsaccount,dentalinsurance,lifeinsurance,visioninsurance,retirementplan,401(k),flexiblespendingaccount","computerengineering,shellscripting,unix,biotechnology,computerscience,technicalsupport,sql,r,linux,python,bioinformatics,2years,communicationskills,bachelor'sdegree,databases,bash,softwaretroubleshooting",https://www.simplyhired.com/job/XDtT2CYWtl60TeDHE-ta5fcIvgA48m6BGGfzpx7Dsvg0CSk31tR_VA,Others,,,17,10,81150.0,1
217,Sr Data Engineer I,120000.0,135000.0,0.0,0.0,1.0,Tandem Diabetes Care Inc.,3.7,,,Full-time,"healthinsurance,401(k)matching,paidtimeoff,healthsavingsaccount,dentalinsurance,visioninsurance,401(k)","it,datawarehouse,computerscience,spark,5years,sql,ci/cd,distributedsystems,python,machinelearning,communicationskills,bachelor'sdegree,devops",https://www.simplyhired.com/job/MkLr1Telel9syEUgrOnKF9UlkngqYkrOW5Fx317XmmM3dKfKYMY4Fg,Data Engineer,senior,,13,7,127500.0,1
